"65","Composed originally of eight members of the APS, the Wistar Association was organized in 1818 to continue the agreeable social entertainments which the Society's late President Caspar Wistar had held regularly for many years for members and distinguished visitors to the city. The Association suspended meetings during the Civil War, and did not meet after 1866. In 1884 the Fortnightly Club was formed for purposes similar to those of the old Wistar Association, although not all of its members were also members of the APS. When the Fortnightly sought to change its name to the Wistar Club, two ancient survivors of the older group revived the association, elected new members, and absorbed the upstart. In 1898, membership in APS was restored as a prerequisite for election. The Association has met regularly since 1886. Its membership is now over twenty, and modern transportation has made it feasible to include persons not residents of Philadelphia."
"66","I Minutes and By-Laws"
"67","The Archives contains minutes of both the American Society and the American Philosophical Society, which united in 1769 to form the American Philosophical Society, held at Philadelphia, for Promoting Useful Knowledge. The records of the first-named give its title variously as American Society for Promoting and Propagating Useful Knowledge, held at Philadelphia; and American Society held at Philadelphia for Promoting Useful Knowledge. For convenience, it is referred to here as the American Society. In addition, the Archives has minutes of a predecessor of the American Society, which was sometimes called the ""Young Junto,"" but is here identified by the binder's title as the ""Junto."""
"68","I.1. Junto. Minutes"
"69","I.2. American Society. Minutes"
"70","I.3. American Society, Held at Philadelphia for Promoting Useful Knowledge. 
			Rules & statutes . . . together with a list of the fellows & corresponding members"
"71","Cover title: Rules of American society. Signature book, 1768. Film copy from photostat in the Historical society of Pennsylvania. General physical description: 8"" x 13"""
"72","I.4. American Philosophical Society. Minutes"
"73","Contains the signatures of members under each of the six standing committees."
"74","I.5. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Minutes"
"75","Volumes to 1932 are in the Library. The minutes of 1768-1837 have been abstracted by Henry Phillips, Jr., in ""Early proceedings of the American Philosophical Society ... 1744 to 1838,"" in APS 
                            Proceedings 22, 3 (1885). Beginning in 1838 abstracts were printed in the current APS 
                            Proceedings until 1937, since which date they have appeared in the 
                            Year Book."
"76","I.6. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Rough minutes"
"77","In particular instances the rough minutes are fuller than the minutes as finally transcribed. After about 1900 the principal articles in the minutes were prepared in advance of meetings. The first volume contains a few original reports of committees appointed to examine certain scientific undertakings proposed by individuals to the Society."
"78","I.7. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Laws and regulations"
"79","A formal record, required by the by-laws of 1804, of the Fundamental Laws of 1769; the Act of Incorporation of 1780; the Act of Assembly of 1785, with supplements, granting the Society a piece of State-House Square; the conditions of the award of the Magellanic Premium; and the by-laws adopted May 4, 1804. Also included is a list of members of various committees."
"80","I.8. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Amendments to Laws"
"81","I.9. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Standing orders"
"82","A compilation from the minutes of orders, or procedures covering the operations of the Society."
"83","I.10. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Minutes"
"84","Card file index prepared by Associate Librarian Murphy D. Smith during the 1960s.General physical description: 
                            Index. ca. 3500 cards"
"85","I.11. American Philosophical Society, Held at Philadelphia, for Promoting Useful Knowledge. Charter of the American Philosophical Society, ..."
"86","A copy of the act for incorporation the Society. There is also a printed version included"
"87","II.1 ""Archives"""
"88","This record group contains every sort of material relating to the business of the Society, such as drafts of minutes, committee reports, letters of officers and others, memoranda, scientific papers and proposals, orders, receipts, and other material. The papers from 1797-1844 may be of particular interest to scholars of American Indian ethnology, history, and linguistics.Due to the size of the ""Archives"" record group, the content has been divided into multiple inventories. Please follow the links below to browse the contents.
                        
                                            
                                                APS Archives. Record Group IIa1743-18061.0 section
                                            
                                                APS Archives. Record Group IIb1807-18251.0 section
                                            
                                                APS Archives. Record Group IIc1826-18361.0 section
                                            
                                                APS Archives. Record Group IId1837-18441.0 section
                                            
                                                APS Archives. Record Group IIe1845-18651.0 section
                                            
                                                APS Archives. Record Group IIf1866-18861.0 section
                                            
                                                APS Archives. Record Group IIg1887-18911.0 section
                                            
                                                APS Archives. Record Group IIh1892-18961.0 section
                                            
                                                APS Archives. Record Group IIi18971.0 section
                                            
                                                APS Archives. Record Group IIj1898-1988, Undated1.0 sectionNative American Images note : Four folders containing up to 275 pencil and ink sketches, from 1816-1840, of Cherokee, Choctaw, Adena, and Aztec native culture. Primarily of burial mounds located in Lexington, Kentucky; Grave Creek, West Virginia; and Washington, Mississippi. Of particular note, a printed pictograph of Boturini Codex depicting the Aztec journey from Aztlan to the Valley of Mexico. Also known as Tira de la Peregrinacion, it contains 22 pages in black ink on one sheet folded accordion style. Each folder is noted in APS Freeman Guide to manuscripts relating to the American Indian.Geographic Name(s): Grave Creek Mound (Marshall County, West Virginia)Subject(s): Adena culture--West Virginia; Aztecs.; Cherokee Indians ; Choctaw Indians; Eastern Woodlands Indians; Indians of Mexico; Indians of North America--Kentucky; Indians of North America--Mississippi; Indians of North America--West Virginia; Mound builders; Plains Indians; Southeast Indians"
"89","III Communications"
"90","III.1 Manuscript communications"
"91","A portion of the APS Archives, the Manuscript Communications (III.1) consists of letters and papers on a variety of topics sent to the APS between the 1770s and 1830s. Many of the papers were read at meetings of the Society, some were published in the APS 
                            Transactions, and others were submitted for consideration for the premiums offered by the APS for best paper on the topic of education.Once part of the general APS Archives, the Manuscript Communications were separated at an early date, arranged in chronological order, and bound into volumes under seven topical series: 
                            Mechanics, Machinery, and EngineeringTrade, Navigation, Manufactures, Agriculture, EconomicsMedicine, Anatomy, PhysiologyNatural HistoryTrade, Commerce, Navigation, Manufactures, Agriculture, Husbandry and EconomicsNatural PhilosophyMathematics and Astronomy"
"92","III.2 Verbal communications"
"93","Notes of observations, discoveries, publications, and other facts communicated to the Society by members. Among them are reports by Robert Patterson, Benjamin H. Latrobe (on bilious and noxious gas in wells), Caspar Wistar, John Wister (on tree growth), Thomas Gilpin (on placing rafters), Johnathan Williams, and Benjamin S. Barton; also extracts from letters to Barton from Sir Joseph Banks, Peter Curtis, and Richard P. Barton; and extracts from letters from James Winthrop to Francis Nichols, from Thomas Cooper to John Vaughan, and from John Clifford to Caspar Wistar; and also James Wright's description of the Mastodon, copied from 
                            Philadelphia Medical and Physical Journal1, (1804): p. 154."
"94","IV Members"
"95","This record group consists of 13 sub-groups which documents the membership of the Society. It contains such items as letters of nomination (IV.2), letters acknowledging election (IV.3), membership rolls (IV.6), membership certificates (IV.11), and a photograph album (IV.12)."
"96","IV.1. Membership and Attendance lists"
"97","Contains the following lists: Lists of members, 1792, 1846, 1874, and undated, 4 vols.; List of surviving members, 1885, 1 vol.; List of resident members, 1842-1886, with record of attendance and payment of dues, 4 vols.; Roll of members present at meetings, 1845-1850, 1929-1942, 7 notebooks, 1 ledger."
"98","IV.2. Nominations for membership"
"99","Arranged alphabetically, principally covering the period after 1815, but with a cap fro the 1891-1898 years. Nominations of persons not subsequently elected are, by Society rule, destroyed (an exception is listed below). By the middle of the nineteenth century, nominations were usually conventionally phrased; after 1888 printed forms were often used. See also the minutes of the Committee on Nominations, 1914-1940 (VIII,29)."
"100","IV.3. Letters acknowledging election"
"101","Mostly formal letters of acceptance, addressed to the secretary, arranged alphabetically. At one time they were arranged chronologically in six volumes."
"102","IV.4. Membership and elections"
"103","Includes printed forms used to notify the membership of nominees; lists of those elected, etc. (New members are listed each year in the 
                            Year Book)."
"104","IV.5. Annual elections"
"105","Ballots, tabulations, certificates of outside judges authenticating the election of members to the Society."
"106","IV.6. Rolls of members"
"107","One volume, containing the Act of Incorporation and obligations of 1780 on extra pages bound into a copy of APS 
                            Transactions, o.s., 1 (1771), has signatures of hundreds of members form Thomas Bond to Emlin Hutchinson in 1898; these pages were reprinted in facsimile in a volume without title, 1896. The second volume, entitled ""Laws and Rules of Order of the American Philosophical Society ... followed by a Complete List of Members,"" prepared by William Fite, and expert calligrapher, 1837, contains similar material and also the name and style of every elected member. After 1837 members (including some elected before that date) signed this roll upon being admitted into the Society. This volume was closed in 1897, when it was superseded by a similar volume, which is still in use. Some members signed both books."
"108","IV.7. Records of deceased members"
"109","Alphabetical list of members whose dates of death have been ascertained. See the printed lists in 
                            Laws and Regulations (1860), p. 25. The record is in John Vaughan's hand."
"110","IV.8. Memoirs of deceased members"
"111","Some of the memoirs, or obituaries, listed below were published in Society publications. Prior to 1838 memoirs or obituaries, when published, were done so on an ad hoc basis. After that date and until 1937 they appeared in the 
                            Prodeedings, and since 1937 they have been printed in the 
                            Year Book . The volume contains the following memoirs: 
                            Frederick Beasley, by George Bacon WoodClement C. Biddle, by George OrdMathew Carey, by Isaac LeaRedmond Conyngham, by Alonzo PotterWilliam H. Dillingham, by Charles B. TregoLouis Stephen Duhail, by M. DavezacWilliam Gaston, by William H. DillinghamJohn Gummere, by Robert M. PattersonJustus Heinrich Christian Helmuth, by his sonJoseph Hopkinson, by John Kintzing KaneIsaac Rand Jackson, by John Kintzing KaneWilliam Stephen Jacobs, by William E. HornerSeverin Lorich, by F. S. Lorich, with a note by Condy RaguetWilliam McIlvaine, by George OrdChristian Mayer, by J. M. ButheJoseph Nicholas Nicollet, by John J. AbertWilliam Peter, by Job R. TysonPhilip Syng Physick, by William E. HornerJoseph Priestley, by Joseph Priestly Jr.Christian Rask, by George B. DeppingHenry Reed, by John F. FrazerBenjamin Wood Richards, by John Kintzing KaneJohn Sanderson, by John Seely HartFrancisco Borja Caracao Stockler, by José Maria Dantas PereiraWilliam Strickland by John Kintzing KaneLardner Vanuxem, by Isaac LeaDaniel Webster, by Henry A. BoardmanJohn Price Wetherill, by John Kintzing KaneWilliam White, by William Heathcote DeLanceyCaspar Wistar, by José Francesco Corrêa da Serra"
"112","IV.9. Autographs of members"
"113","This scrapbook contains signatures of members, alphabetically arranged, clipped from return postal cards and acknowledgments of the receipt of the Society's publications."
"114","IV.10. Members book"
"115","This was compiled between the 1840's and 1896, but is includes names of members prior to that date, as well as their date of election, death (a few obituaries are attached), and there are citations of mentions of the individual in the 
                            Proceedings."
"116","IV.11. Membership certificates"
"117","In 1786 the Society for the first time provided members with formal, engraved certificates of election. This is a collection of such certificates, issued to about 60 different members, signed by Benjamin Franklin and other presidents and officers from 1786 to the present time.General physical description: 
                            ca. 60 items"
"118","IV.12. Photograph Albums"
"119","These photographs of members, collected in the late nineteenth century, include some photographs of paintings. A few are autographed. The images are in no order, but each volume is indexed. There is a separate collection of loose photographs of members which is added to on a more consistent basis presently."
"120","IV.13. Biographical Register"
"121","This register was compiled by Dr. Marion Elderton during the period 1964-1968 and 1970-1974. It includes members elected since 1800 and deceased as of 1968, with a few entries to 1973."
"122","V Officers"
"123","Contains records for various officers of the Society (president, secretary, executive officer, treasurer, and officers and council). This record group does not contain the records for all the Society's presidents and officers. However, it does provide an account of the operation of the Society to the early twentieth century."
"124","V.1 President"
"125","V.2 Secretary"
"126","V.3 Executive Office"
"127","V.4 Treasurer"
"128","V.5 Officers and Council"
"129","VI Curators"
"130","Documents donations to the Society's cabinet of curiosity, as well as other artifacts."
"131","VI.1. Curator's records"
"132","Includes items in individual folders that have been separately catalogued in the library (also includes table of contents in box); correspondence, lists of items, etc., 1818-1943, 1978 (1 box); reports of curators, 1876-1938 (1 box). There are also records, 1949-1968 (2 boxes), kept largely by Henri Marceau (Curator, 1957-1969); and one unsorted box of miscellaneous items (ca. 1780's-1890's). For later Curators' reports, see A.P.S. Yearbooks."
"133","VI.2. Donation book"
"134","Rough notes by John Vaughan, with miscellaneous letters, concerning gifts to the cabinet of APS. Includes August 19, 1825 note concerning the copy of the declaration in Jefferson's hand. Film 199 Frame 220"
"135","VI.3. Donation to the cabinet"
"136","A continuation of the Donation book; a record of gifts of fossils, minerals, coins, medals, etc., by Thomas Jefferson, Joseph Sansom, William Short, Joel R. Poinsett, William H. Keating, and others."
"137","VI.4. Curator's record books"
"138","Gifts to the cabinet and all actions of the Society respecting its collections, abstracted from the minutes. Two of the volumes are indexes to donors and gifts. Presented by Curators, 1899."
"139","VI.5. Sachse, Julius F. (1842-1919). 
			Portraits and busts in the collections of the American Philosophical Society"
"140","69 prints from negatives made by Sachse, most of them superior to the photographs reproduced in 
                            Catalogue of Portraits ... in the ... American Philosophical Society(APS 
                            Memoirs54), which otherwise supersedes it."
"141","VI.5. Petit, Henry (1842-1921). 
			Preliminary notes for Curator's catalogue of portraits, busts, and bas-reliefs in the collection of the American Philosophical Society"
"142","Biographical sketches and memoranda."
"143","VII Library"
"144","Consists of 14 sub-groups which document through correspondence, minutes, reports, record books and catalogues the development and routine business of the Society's Library and its collections. Additionally, there are records which relate to the building of Library Hall in the late 1950s."
"145","VII.1 Librarian"
"146","VII.2 Collections"
"147","VII.3 Library. General correspondence and records"
"148","Files of selected professionals in the Library (e.g. Gertrude D. Hess, Carolyn Milligan) who were involved in administrative duties relating to the operation of the Library, and who had contacts outside of the Library.General physical description: 
                            ca. 44 ln. ft."
"149","VII.4 Library Committee"
"150","VII.5 Library Administration"
"151","Restrictions on Access: Consult Manuscripts Dept. Staff"
"152","VII.6 Conservation Department"
"153","Restrictions on Access: Consult Manuscripts Dept. Staff"
"154","VII.7 Manuscript Department"
"155","Restrictions on Access: Consult Manuscripts Dept. Staff"
"156","VII.8 Printed Materials Department"
"157","Restrictions on Access: Consult Manuscripts Dept. Staff"
"158","VII.9 Building and facilities"
"159","VII.10 Exhibits"
"160","Restrictions on Access: Consult Manuscripts Dept. Staff"
"161","VII.11 Conferences"
"162","Restrictions on Access: Consult Manuscripts Dept. Staff"
"163","VII.12 Publications"
"164","Restrictions on Access: Consult Manuscripts Dept. Staff"
"165","VII.13 Friends of the Library"
"166","Restrictions on Access: Consult Manuscripts Dept. Staff"
"167","VII.14 Financial Records"
"168","Restrictions on Access: Consult Manuscripts Dept. Staff"
"169","VII.15 Miscellaneous Records"
"170","Restrictions on Access: Consult Manuscripts Dept. Staff"
"171","VIII Committees"
"172","Consists of 36 sub-groups which document the activities of various committees formed over the Society's history to handle specific topics ranging from finance and grants to the Franklin Bicentenary and the construction of Library Hall."
"173","VIII.1. Committee Record"
"174","A record of committees, their members, duties, dates of report, and disposition. The second volume contains a record of members' attendance, 1804-1833; and one volume - ""Committee special"" - lists three committees on ""the State of the manuscripts,"" ""the Franklin Mss.,"" and the revision of the society's laws and regulations, 1840-1842."
"175","VIII.2. Advisory Committee. Minutes"
"176","The committee was appointed to consider nomination of members."
"177","VIII.3. Committee on Revision of Laws. Minutes"
"178","With letters and papers on the question whether residents of the District of Columbia were qualified, under the terms of the Society's charter, to vote and hold office in the Society."
"179","VIII.4. Historical and Literary Committee. Minutes"
"180","The record of a committee which, under the leadership of Peter S. Du Ponceau, collected a large quantity of historical documents and letters of the colonial and Revolutionary periods of American history, and of materials on Indian Languages. Includes minutes, mostly in the hand of John Vaughan, of meetings of the Committee; also lists of manuscript donations and summaries of incoming letters. An index of names and principal topics has been prepared.Personal Name(s): Vaughan, John, 1756-1841"
"181","VIII.5. Du Ponceau, Peter Stephen, 1760-1844. 
			Historical and Literary Committee. Letter books"
"182","A copybook kept by Peter S. Du Ponceau containing copies of letters sent by the committee to owners of historical manuscripts and to scholars and others interested in the early history of America, soliciting their cooperation, asking for the gifts of documents, thanking them, and the like. Includes letters on ethnology, history, and linguistics, as well as notes of conversations. The volumes are complemented by the Archives of the Society, the Heckewelder-Du Ponceau correspondence, and the personal papers of Du Ponceau at this library.Provenance: Donor, Peter S. Du Ponceau, 1836."
"183","VIII.6. Finance Committee. Minutes"
"184","Established January 20, 1826, the committee was directed ""to take charge, in conjunction with the Treasurer, of the investment of the Society's monies; and to have the general superintendence and management of the funds."""
"185","VIII.7. Finance Committee. 
			Finance Committee"
"186","VIII.8. Committee on Grants. Minutes and correspondence"
"187","The minutes cover the period 1933-1935. Originally the Committee on the Use of Funds for the Advancement of Knowledge through Investigation; now the Committee on Research."
"188","VIII.9. Committee on Research. Grant applications"
"189","These records are for the successful applicants. There is background data, such as letters of reference, and in some instances correspondence with the grantee. In many cases there is additional information that does not appear in the 
                            Year Book, which includes yearly lists of grants and more detailed reports on results of the grants as such reports are submitted. The 
                            Year Bookalso gives yearly tabulations of amounts of g rants, as well as cumulative tabulations.General physical description: 
                            ca. 116 ln. ft."
"190","VIII.10. Committee on Hall. Minutes and reports"
"191","The committee was responsible for the buildings of the Society. The minutes cover the period 1907-1915, 1922-1939."
"192","VIII.11. Committee on Publications. Minutes"
"193","The committee was established by resolution of April 21, 1826."
"194","VIII.12. Committee on Publications. Papers and records"
"195","Principally correspondence about publications, printing, and related topics. Included are an account book relating to subscriptions to the 
                            Transactionsand 
                            Proceedings, and there are reports of the Publication Committee, 1831-1936."
"196","VIII.13. Committee on Publications. Charles B. Trego's account"
"197","Financial record for the APS 
                            Transactions."
"198","VIII.14. Committee on Publications. Papers for publication"
"199","An office record of papers submitted to the Society, with dates of reading, approval for printing, return of galleys, etc."
"200","VIII.15. Committee on Publications. Requests for Society publications"
"201","VIII.16. Committee on Publications. Exchanges"
"202","Lists of institutions and journals with which the Society exchanged publications."
"203","VIII.17. Committee on Publications. Mailing lists"
"204","Record of members, institutions and others receiving the APS 
                            Proceedingsand 
                            Transactions."
"205","VIII.18. Committee on Publications. Hays Calendar material"
"206","Correspondence with the office of the Executive Officer about gifts to institutional libraries of copies of I. Minis Hays' 
                            Calendar of the Papers of Benjamin Franklin."
"207","VIII.19. Committee on Education and Participation in Science. Papers"
"208","For the committee's study of amateur scientists and their organizations, see W. Stephen Thomas, ed., 
                            The Layman Scientist in Philadelphia(Philadelphia, 1940), and issues of the APS 
                            Year Book."
"209","VIII.20. Committee on Mechanical and Physical Science. Minutes"
"210","VIII.21. Committee on Historical Manuscripts. Minutes"
"211","Authorized December 17, 1897, ""to examine the historical manuscripts and early American imprints in the Library of the Society,"" the committee was responsible for the following publications by the Society or commercial publishers: 
                            George Weedon's Valley Forge Orderly Book (Dodd, Mead, 1902); 
                            Calendar of the Correspondence Relating to the American Revolution ... (The Society, 1900); ""Calendar of the Papers of Richard H. Lee,"" APS 
                            Proceedings 38 (1899): 114; Reuben G. Thwaits, ed., 
                            Journals of Lewis and Clark (Dodd, Mead, 1904-1905): and 
                            Documents Relating to the Purchase & Exploration of Louisiana (Houghton Mifflin, 1904). The minutes relate principally to these publications."
"212","VIII.22. Committee on Franklin Bicentenary. Papers and records"
"213","Includes correspondence, invitations and acceptance, bills, minutes, plans for reception, etc. for the Society's celebration of Franklin's anniversary. For the record of the anniversary see, 
                            The Record of the Celebration of the Two Hundredth Anniversary of the Birth of Benjamin Franklin .. April the seventeenth to April the twentieth, A.D. Nineteen Hundred and Six (Philadelphia, 1906), and the profusely illustrated scrapbook on the celebration, compiled by G. Albert Lewis (1829-1915) and presented by him to the Society, 1906. The minutes of the committee are bound with those of the Committee on the Bicentenary of the Society (VIII, 24). The minutes are concerned with the program, proceedings, and expenses of the anniversary meetings, and with the preparation of Hay's 
                            Calendar of the Papers of Benjamin Franklin (5 vols., Philadelphia, 1905-1906)."
"214","VIII.23. Committee on South Pole Exploration. Papers"
"215","Minutes, correspondence, reports, and newspaper clippings of a committee appointed in response to the Society's resolution of April 22, 1909, that the Society ""request the cooperation of the scientific and geographical societies in the Country to urge the Government of the United States that it send a vessel ... to thoroughly explore and survey the coast of Wilkes Land, and other parts of Antarctica."" For a discussion of certain aspects of this committee see, Stephen Catlett, ""Supporting and preserving polar history: The American Philosophical Society and its collections,"" 
                            Fram: The Journal of Polar Studies 1 (1984): 297-310."
"216","VIII.24. Committee on the Arrangement of the Bicentenary of the Society. Minutes"
"217","Records concerning the program marking the 200th anniversary of the APS (then believed to have been founded in the Junto of 1727). See ""Record of the Celebration of the Two Hundredth Anniversary ... of the American Philosophical Society ... April 27 to April 30, 1928,"" published as APS 
                            Proceedings 66 (1927). The minutes of the Committee on the Franklin bicentenary (see VIII, 22) are bound in this volume."
"218","VIII.25. Committee on the Arrangement of the Bicentenary of the Society. Engrossed congratulations"
"219","Formal felicitations from learned societies and their appointed delegates to the APS bicentenary."
"220","VIII.26. Magellanic Premium. Prize questions"
"221","Questions - 35 in all - under consideration for the Magellanic Premium."
"222","VIII.27. Magellanic Premium. Entries"
"223","Notes, memoranda, and essays submitted to the committee."
"224","VIII.28. Phillips Prize Essay Committee. Papers"
"225","Minutes, reports of the committee, and copies of essays submitted for this prize in jurisprudence."
"226","VIII.29. Committee on Nominations of Officers. Minutes"
"227","VIII.30. Franklin Writings Project Committee. Minutes"
"228","Includes background and organizational material concerning the creation of the Benjamin Franklin Papers editorial project, which was sponsored by the APS and headquartered at Yale University Library.General physical description: 
                            ca. 60 pp."
"229","VIII.31. Committee on Foundation of APS. Report"
"230","Printed."
"231","VIII.32. Committee on Policy. Minutes"
"232","Records numerous discussions on topics laid before the Society, e.g., nature of the Penrose Fund, care of the buildings, symposia, etc."
"233","VIII.33. Phillips Library Fund Committee. Records"
"234","Includes minutes of meetings, applications for grants, lists of those accepted and some not chosen. There are also miscellaneous bits of related data. This fund was initially endowed through the residuary estate of Henry Phillips Jr., for the purchase of books and manuscripts on archaeology and philology. In the 1940s the scope was widened to allow for the support of archaeological and anthropological field work of both pre and postdoctoral researchers, who deposit their research data or reports on their work, in the APS Library."
"235","VIII.34. Committee on History of Theoretical Physics in the Twentieth Century. Minutes"
"236","The joint committee of the APS and the American Physical Society undertook the collection of oral history and manuscript material on the history of quantum physics. The results were published in, Thomas S. Kuhn, et al., 
                            Sources for the History of Quantum Physics (APS, 1967)."
"237","VIII.35. Bicentennial Executive and Planning Committee. Minutes and planning reports"
"238","VIII.36. Planning Committee for the 1976 Congress on Liberty. Minutes and planning reports"
"239","IX Financial Records"
"240","Documents the Society's efforts from the mid-nineteenth through early twentieth centuries to raise funds in order to construct a new building in Philadelphia."
"241","IX.1. Trustees of the Building Fund. Minutes and accounts"
"242","Authorized by resolution of October 5, 1866, to raise and hold money to construct a fireproof building for the Society, the trustees in 1900 turned over to the Society's general fund the small amount they had collected."
"243","IX.2. Building and Endowment Fund. Papers"
"244","There are minutes, correspondence, signed pledges, and newspaper clippings relating principally to the Society's plan to erect a hall on the Benjamin Franklin Parkway. Also included are plans, letters, etc., from Paul Cret's office. The committee was first called Committee on Site for a New Hall."
"245","IX.3. Building and Endowment Fund. Ledgers"
